Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week
5,2010-02-12,311825.7,1,39.81,2.548,211.8004698,6.566,2010,2,6
5,2010-02-19,303447.57,0,41.14,2.514,211.8471283,6.566,2010,2,7
5,2010-02-26,270281.63,0,46.7,2.561,211.8771468,6.566,2010,2,8
5,2010-03-05,288855.71,0,48.89,2.625,211.9071653,6.566,2010,3,9
5,2010-03-12,297293.59,0,58.5,2.667,211.9371839,6.566,2010,3,10
5,2010-03-19,281706.41,0,55.46,2.72,211.770897,6.566,2010,3,11
5,2010-03-26,273282.97,0,52.47,2.732,211.5718925,6.566,2010,3,12
5,2010-11-05,325310.3,0,58.88,2.689,212.5126051,6.768,2010,11,44
5,2010-11-19,297384.81,0,52.52,2.771,212.445487,6.768,2010,11,46
5,2010-12-03,344490.88,0,51.31,2.708,212.1613951,6.768,2010,12,48
5,2010-12-10,352811.53,0,48.27,2.843,212.0193491,6.768,2010,12,49
5,2010-12-17,367801.19,0,51.61,2.869,211.9580815,6.768,2010,12,50
5,2010-12-24,466010.25,0,55.01,2.886,211.9573978,6.768,2010,12,51
5,2010-12-31,298180.18,1,49.79,2.943,211.9567142,6.768,2010,12,52
5,2011-01-07,286347.26,0,48.3,2.976,211.9560305,6.634,2011,1,1
5,2011-01-14,260636.71,0,37.74,2.983,212.008514,6.634,2011,1,2
5,2011-01-21,275313.34,0,45.41,3.016,212.3800012,6.634,2011,1,3
5,2011-01-28,279088.39,0,44.5,3.01,212.7514884,6.634,2011,1,4
5,2011-02-04,329613.2,0,41.67,2.989,213.1229755,6.634,2011,2,5
5,2011-02-11,311590.54,1,38.25,3.022,213.4944627,6.634,2011,2,6
5,2011-02-18,356622.61,0,58.83,3.045,213.8068304,6.634,2011,2,7
5,2011-03-11,293098.1,0,55.74,3.459,214.6729901,6.634,2011,3,10
5,2011-11-04,353652.23,0,56.71,3.332,218.408408,6.3,2011,11,44
5,2011-12-02,376225.61,0,51.14,3.172,219.2917287,6.3,2011,12,48
5,2011-12-09,367433.77,0,44.12,3.158,219.540637,6.3,2011,12,49
5,2011-12-16,379530.3,0,54.42,3.159,219.7596266,6.3,2011,12,50
5,2011-12-23,458562.24,0,50.33,3.112,219.9387246,6.3,2011,12,51
5,2011-12-30,349624.88,1,45.62,3.129,220.1178226,6.3,2011,12,52
5,2012-01-06,312078.71,0,50.21,3.157,220.2969205,5.943,2012,1,1
5,2012-01-13,291454.52,0,48.86,3.261,220.4760185,5.943,2012,1,2
5,2012-01-20,287523.98,0,54.65,3.268,220.5694104,5.943,2012,1,3
5,2012-01-27,295974.22,0,54.63,3.29,220.6628023,5.943,2012,1,4
5,2012-02-03,333948.0,0,57.35,3.36,220.7561941,5.943,2012,2,5
5,2012-02-10,349239.88,1,48.57,3.409,220.849586,5.943,2012,2,6
5,2012-02-17,356427.98,0,48.25,3.51,221.0106341,5.943,2012,2,7
5,2012-02-24,312220.47,0,57.75,3.555,221.2224243,5.943,2012,2,8
5,2012-03-09,347295.6,0,57.69,3.669,221.6460048,5.943,2012,3,10
6,2010-02-05,1652635.1,0,40.43,2.572,212.6223518,7.259,2010,2,5
6,2010-02-12,1606283.86,1,40.57,2.548,212.7700425,7.259,2010,2,6
6,2010-02-19,1567138.07,0,43.58,2.514,212.8161546,7.259,2010,2,7
6,2010-02-26,1432953.21,0,47.1,2.561,212.845337,7.259,2010,2,8
6,2010-03-05,1601348.82,0,49.63,2.625,212.8745193,7.259,2010,3,9
6,2010-03-12,1558621.36,0,58.82,2.667,212.9037017,7.259,2010,3,10
6,2010-03-19,1693058.91,0,56.55,2.72,212.7351935,7.259,2010,3,11
6,2010-03-26,1472033.38,0,53.74,2.732,212.533737,7.259,2010,3,12
6,2010-11-05,1505442.15,0,59.9,2.689,213.4785503,7.007,2010,11,44
6,2010-11-19,1518841.45,0,52.99,2.771,213.4107412,7.007,2010,11,46
6,2010-12-03,1677067.24,0,52.3,2.708,213.123851,7.007,2010,12,48
6,2010-12-10,1834737.58,0,48.46,2.843,212.9804059,7.007,2010,12,49
6,2010-12-17,2090268.95,0,52.24,2.869,212.918049,7.007,2010,12,50
6,2010-12-24,2727575.18,0,55.07,2.886,212.9165082,7.007,2010,12,51
6,2010-12-31,1464050.02,1,49.14,2.943,212.9149674,7.007,2010,12,52
6,2011-01-07,1350441.68,0,47.78,2.976,212.9134266,6.858,2011,1,1
6,2011-01-14,1306194.55,0,38.37,2.983,212.9655882,6.858,2011,1,2
6,2011-01-21,1261253.18,0,46.2,3.016,213.3399647,6.858,2011,1,3
6,2011-01-28,1287034.7,0,44.98,3.01,213.7143412,6.858,2011,1,4
6,2011-02-04,1514999.17,0,40.59,2.989,214.0887176,6.858,2011,2,5
6,2011-02-11,1486920.17,1,39.38,3.022,214.4630941,6.858,2011,2,6
6,2011-02-18,1572117.54,0,59.61,3.045,214.7775231,6.858,2011,2,7
6,2011-03-11,1494497.39,0,57.71,3.459,215.6488731,6.858,2011,3,10
6,2011-11-04,1523420.38,0,58.54,3.332,219.4000812,6.551,2011,11,44
6,2011-12-02,1688531.34,0,51.18,3.172,220.2937686,6.551,2011,12,48
6,2011-12-09,1903385.14,0,43.64,3.158,220.5457961,6.551,2011,12,49
6,2011-12-16,2034695.56,0,53.27,3.159,220.7671856,6.551,2011,12,50
6,2011-12-23,2644633.02,0,49.45,3.112,220.9477245,6.551,2011,12,51
6,2011-12-30,1598080.52,1,46.8,3.129,221.1282634,6.551,2011,12,52
6,2012-01-06,1395339.71,0,50.82,3.157,221.3088023,6.132,2012,1,1
6,2012-01-13,1344243.17,0,48.33,3.261,221.4893412,6.132,2012,1,2
6,2012-01-20,1326255.7,0,55.37,3.268,221.5831306,6.132,2012,1,3
6,2012-01-27,1315610.66,0,53.95,3.29,221.6769199,6.132,2012,1,4
6,2012-02-03,1496305.78,0,57.45,3.36,221.7707093,6.132,2012,2,5
6,2012-02-10,1620603.92,1,48.58,3.409,221.8644987,6.132,2012,2,6
6,2012-02-17,1632616.09,0,49.03,3.51,222.026359,6.132,2012,2,7
6,2012-02-24,1465187.71,0,59.17,3.555,222.2392726,6.132,2012,2,8
6,2012-03-09,1569304.4,0,57.89,3.669,222.6650998,6.132,2012,3,10
7,2010-02-05,496725.44,0,10.53,2.58,189.3816974,9.014,2010,2,5
7,2010-02-12,524104.92,1,25.9,2.572,189.4642725,9.014,2010,2,6
7,2010-02-19,506760.54,0,27.28,2.55,189.5340998,9.014,2010,2,7
7,2010-02-26,496083.24,0,24.91,2.586,189.6018023,9.014,2010,2,8
7,2010-03-05,491419.55,0,35.86,2.62,189.6695049,9.014,2010,3,9
7,2010-03-12,480452.1,0,27.25,2.684,189.7372075,9.014,2010,3,10
7,2010-03-19,574450.23,0,29.04,2.692,189.734262,9.014,2010,3,11
7,2010-03-26,514731.6,0,23.33,2.717,189.7195417,9.014,2010,3,12
7,2010-04-02,561145.14,0,38.26,2.725,189.7048215,8.963,2010,4,13
7,2010-04-09,484263.25,0,33.79,2.75,189.6901012,8.963,2010,4,14
7,2010-04-16,406228.19,0,41.89,2.765,189.6628845,8.963,2010,4,15
7,2010-04-23,404751.25,0,43.07,2.776,189.6190057,8.963,2010,4,16
7,2010-04-30,373655.61,0,38.99,2.766,189.575127,8.963,2010,4,17
7,2010-05-07,395453.83,0,40.07,2.771,189.5312483,8.963,2010,5,18
7,2010-05-14,372673.61,0,41.41,2.788,189.4904116,8.963,2010,5,19
7,2010-05-21,395195.65,0,46.6,2.776,189.467827,8.963,2010,5,20
7,2010-05-28,442734.55,0,54.24,2.737,189.4452425,8.963,2010,5,21
7,2010-06-04,509183.22,0,53.63,2.7,189.422658,8.963,2010,6,22
7,2010-06-18,481144.09,0,52.7,2.674,189.4185259,8.963,2010,6,24
7,2010-06-25,553714.87,0,59.94,2.715,189.4533931,8.963,2010,6,25
7,2010-07-09,593462.34,0,58.0,2.711,189.5231276,9.017,2010,7,27
7,2010-08-20,582353.17,0,59.59,2.732,190.2948237,9.017,2010,8,33
7,2010-08-27,554309.24,0,57.57,2.731,190.3284922,9.017,2010,8,34
7,2010-09-03,532765.05,0,49.84,2.773,190.3621607,9.017,2010,9,35
7,2010-09-10,535769.32,1,48.5,2.78,190.3958293,9.017,2010,9,36
7,2010-09-17,489408.53,0,48.56,2.8,190.4688287,9.017,2010,9,37
7,2010-09-24,488008.83,0,47.55,2.793,190.5713264,9.017,2010,9,38
7,2010-10-01,448998.73,0,49.99,2.759,190.6738241,9.137,2010,10,39
7,2010-10-08,480239.88,0,44.13,2.745,190.7763218,9.137,2010,10,40
7,2010-10-15,463370.48,0,35.86,2.762,190.8623087,9.137,2010,10,41
7,2010-10-22,472450.81,0,36.84,2.762,190.9070184,9.137,2010,10,42
7,2010-10-29,465493.15,0,34.78,2.748,190.951728,9.137,2010,10,43
7,2010-11-05,480512.44,0,49.44,2.729,190.9964377,9.137,2010,11,44
7,2010-11-12,507584.29,0,22.12,2.737,191.0411474,9.137,2010,11,45
7,2010-11-19,482528.36,0,25.56,2.758,191.0312172,9.137,2010,11,46
7,2010-11-26,835189.26,1,17.95,2.742,191.0121805,9.137,2010,11,47
7,2010-12-03,552811.62,0,21.88,2.712,190.9931437,9.137,2010,12,48
7,2010-12-10,599730.07,0,24.24,2.728,190.9741069,9.137,2010,12,49
7,2010-12-17,716388.81,0,20.74,2.778,191.0303376,9.137,2010,12,50
7,2010-12-24,1045124.88,0,26.04,2.781,191.1430189,9.137,2010,12,51
7,2010-12-31,729572.08,1,13.76,2.829,191.2557002,9.137,2010,12,52
7,2011-01-07,661163.94,0,10.09,2.882,191.3683815,8.818,2011,1,1
7,2011-01-14,547384.9,0,11.32,2.911,191.4784939,8.818,2011,1,2
7,2011-01-21,521539.46,0,25.4,2.973,191.5731924,8.818,2011,1,3
7,2011-01-28,513372.17,0,10.11,3.008,191.667891,8.818,2011,1,4
7,2011-02-04,558027.77,0,-2.06,3.011,191.7625895,8.818,2011,2,5
7,2011-02-11,559903.13,1,10.24,3.037,191.8572881,8.818,2011,2,6
7,2011-02-18,572387.47,0,17.3,3.051,191.9178331,8.818,2011,2,7
7,2011-02-25,546690.84,0,17.46,3.101,191.9647167,8.818,2011,2,8
7,2011-03-04,551378.39,0,21.84,3.232,192.0116004,8.818,2011,3,9
7,2011-03-11,558963.83,0,20.7,3.372,192.058484,8.818,2011,3,10
7,2011-03-18,635014.69,0,27.69,3.406,192.1237981,8.818,2011,3,11
7,2011-03-25,559061.58,0,25.69,3.414,192.1964844,8.818,2011,3,12
7,2011-04-01,513409.67,0,24.83,3.461,192.2691707,8.595,2011,4,13
7,2011-04-08,500552.16,0,30.64,3.532,192.3418571,8.595,2011,4,14
7,2011-04-15,423380.14,0,27.79,3.611,192.4225954,8.595,2011,4,15
7,2011-04-22,466594.89,0,31.84,3.636,192.5234638,8.595,2011,4,16
7,2011-04-29,410429.73,0,26.79,3.663,192.6243322,8.595,2011,4,17
7,2011-05-06,407012.47,0,26.54,3.735,192.7252006,8.595,2011,5,18
7,2011-05-13,414094.05,0,36.61,3.767,192.826069,8.595,2011,5,19
7,2011-05-20,424670.98,0,36.16,3.828,192.831317,8.595,2011,5,20
7,2011-05-27,457216.87,0,37.51,3.795,192.8365651,8.595,2011,5,21
7,2011-06-03,542295.37,0,45.77,3.763,192.8418131,8.595,2011,6,22
7,2011-06-10,621099.95,0,53.3,3.735,192.8470612,8.595,2011,6,23
7,2011-06-17,610991.35,0,48.79,3.697,192.9034759,8.595,2011,6,24
7,2011-06-24,640043.97,0,46.85,3.661,192.9982655,8.595,2011,6,25
7,2011-07-01,704344.21,0,58.54,3.597,193.0930552,8.622,2011,7,26
7,2011-07-08,761793.94,0,59.08,3.54,193.1878448,8.622,2011,7,27
7,2011-07-15,642748.21,0,54.37,3.532,193.3125484,8.622,2011,7,28
7,2011-07-22,688043.96,0,56.22,3.545,193.5120367,8.622,2011,7,29
7,2011-07-29,653382.62,0,56.66,3.547,193.711525,8.622,2011,7,30
7,2011-08-05,695392.84,0,55.91,3.554,193.9110133,8.622,2011,8,31
7,2011-08-12,670670.46,0,54.56,3.542,194.1105017,8.622,2011,8,32
7,2011-08-19,645156.21,0,56.06,3.499,194.2500634,8.622,2011,8,33
7,2011-08-26,629994.47,0,57.6,3.485,194.3796374,8.622,2011,8,34
7,2011-09-02,592355.24,0,53.4,3.511,194.5092113,8.622,2011,9,35
7,2011-09-09,613135.23,1,45.61,3.566,194.6387853,8.622,2011,9,36
7,2011-09-16,558981.45,0,43.67,3.596,194.7419707,8.622,2011,9,37
7,2011-09-23,536144.81,0,43.67,3.581,194.8099713,8.622,2011,9,38
7,2011-09-30,488880.26,0,47.34,3.538,194.8779718,8.622,2011,9,39
7,2011-10-07,525866.36,0,40.65,3.498,194.9459724,8.513,2011,10,40
7,2011-10-14,501959.19,0,32.65,3.491,195.0261012,8.513,2011,10,41
